Roll No,Age,Gender,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Extracurricular,MSE s1,MSE s2,MSE s3,MSE s4,MSE s5,CGPA,Grade
2617,20,1,2,6.121149731,2,1,1,0,0,21,15,15,10,16,7.501129158,B
2618,20,1,3,7.410163055,3,0,2,0,0,22,16,16,5,7,7.803515167,B
2619,20,1,1,16.36983013,9,0,3,0,0,28,19,19,20,20,9.82,A+
2620,20,0,3,12.02438119,29,1,3,1,1,25,18,18,17,19,8.647047793,A
2621,20,1,0,11.49964521,20,0,2,0,0,25,17,17,13,13,8.505060586,A
2622,20,0,3,7.352814315,8,0,1,0,0,22,16,16,15,18,7.71847362,B
2623,20,0,1,13.10531174,29,0,2,0,0,26,18,18,17,20,8.766820855,A
2624,20,1,1,7.190704841,5,1,0,0,0,22,16,16,9,18,7.712107078,B
2625,20,1,2,12.63631821,28,1,3,0,0,25,18,18,20,16,8.724539452,A
2626,20,0,3,17.10068243,19,1,3,0,0,29,19,19,20,20,9.62,A+
2627,20,0,0,9.239667789,26,1,2,1,1,23,17,17,9,16,7.897522214,B
2628,20,1,1,12.70111817,10,1,3,0,0,26,18,18,18,16,9.148421453,A+
2629,20,1,3,20.65358175,6,0,2,1,1,30,20,20,20,20,9.88,A+
2630,20,0,1,15.90345103,17,1,3,0,0,28,19,19,20,20,9.66,A+
2631,20,1,1,18.30999422,3,0,1,1,1,30,20,20,20,20,9.94,A+
2632,20,1,2,11.67540721,4,0,2,0,0,25,17,17,18,16,8.885597368,A
2633,20,1,1,17.16672547,3,0,3,0,0,29,19,19,20,20,9.94,A+
2634,20,0,3,5.852364912,3,0,1,0,0,21,15,15,8,14,7.35397806,B
2635,20,0,2,7.134173951,26,1,2,0,0,22,16,16,7,11,7.285487188,B
2636,20,0,2,8.381098112,12,0,2,0,0,22,16,16,20,14,7.917871163,B
2637,20,1,4,11.47480772,15,0,1,1,1,25,17,17,14,15,8.641944237,A
2638,20,1,2,18.37825366,24,0,1,0,0,30,20,20,20,20,9.52,A+
2639,20,0,0,10.60858301,13,1,1,0,0,24,17,17,17,16,8.464855821,A
2640,20,0,1,15.40521857,10,0,4,1,1,27,19,19,20,20,9.8,A+
2641,20,0,2,16.25600014,28,0,3,0,0,28,19,19,20,20,9.44,A+
2642,20,1,1,14.3406144,1,0,2,0,0,27,18,18,20,19,9.649590785,A+
2643,20,0,3,10.7793195,21,0,3,1,1,24,17,17,17,14,8.420165511,A
2644,20,0,2,14.19860754,13,0,0,0,0,27,18,18,20,20,9.350566096,A+
2645,20,1,1,10.54635367,23,0,2,1,1,24,17,17,20,18,8.271780041,A
2646,20,1,2,6.526924822,23,1,1,1,1,21,16,16,9,10,7.226524593,B
2647,20,1,2,20.66583966,26,0,1,1,1,30,20,20,20,20,9.48,A+
2648,20,0,3,7.200615945,6,0,3,1,1,22,16,16,15,10,7.778203022,B
2649,20,1,3,6.347641526,25,0,1,0,0,21,15,15,15,17,7.062459072,B
2650,20,1,2,18.8882561,10,0,3,0,0,30,20,20,20,20,9.8,A+
2651,20,0,2,9.917428058,3,0,2,1,1,24,17,17,10,14,8.480981531,A
2652,20,1,2,15.33795293,6,0,0,0,0,27,19,19,20,20,9.787566273,A+
2653,20,0,2,10.34008913,28,0,3,0,0,24,17,17,20,19,8.133401844,A
2654,20,0,1,11.31151088,15,1,2,1,1,25,17,17,19,19,8.680405356,A
2655,20,1,1,9.29953512,25,0,2,0,0,23,17,17,18,10,7.888889922,B
2656,20,1,2,10.55846231,5,0,1,0,0,24,17,17,17,12,8.553597272,A
2657,20,1,1,11.61089512,26,0,0,0,0,25,17,17,16,14,8.396967254,A
2658,20,1,0,16.42869441,5,0,4,0,0,28,19,19,20,20,9.9,A+
2659,20,1,2,13.17945191,1,0,2,0,0,26,18,18,18,19,9.344662939,A+
2660,20,1,0,19.89990338,23,0,0,1,1,30,20,20,20,20,9.54,A+
2661,20,0,2,5.873695015,7,1,3,1,1,21,15,15,11,5,7.392647026,B
2662,20,0,2,13.04772946,29,0,1,1,1,26,18,18,18,17,8.785496963,A
2663,20,1,4,14.31016338,26,0,1,0,0,27,18,18,20,20,9.132362635,A+
2664,20,0,2,19.53639756,6,1,1,0,0,30,20,20,20,20,9.88,A+
2665,20,1,0,5.986910367,26,0,2,0,0,21,15,15,20,15,6.968137453,C
2666,20,0,2,14.14332688,24,1,0,0,0,27,18,18,20,20,9.166823618,A+
2667,20,0,3,18.50091,23,0,2,0,0,30,20,20,20,20,9.54,A+
2668,20,0,4,8.985542437,13,0,3,0,0,23,16,16,20,12,8.014022805,A
2669,20,1,2,18.85343653,8,0,1,0,0,30,20,20,20,20,9.84,A+
2670,20,0,1,5.518453033,14,1,2,0,0,20,15,15,2,2,7.0730052,B
2671,20,1,3,16.6159609,24,1,2,1,1,28,19,19,20,20,9.52,A+
2672,20,0,1,19.73731677,21,0,2,0,0,30,20,20,20,20,9.58,A+
2673,20,0,2,15.44529696,17,0,4,1,1,27,19,19,20,20,9.66,A+
2674,20,0,2,12.05156602,11,0,2,0,0,25,18,18,19,20,8.856746211,A
2675,20,0,0,5.920371367,22,0,0,0,0,21,15,15,5,8,7.01182998,B
2676,20,0,1,19.53510376,18,0,2,0,0,30,20,20,20,20,9.64,A+
2677,20,1,1,12.53794124,12,0,1,0,0,25,18,18,19,16,8.941502329,A
2678,20,1,2,5.67328269,6,0,3,0,0,20,15,15,18,9,7.331008748,B
2679,20,0,3,15.95277222,24,0,0,0,0,28,19,19,20,20,9.52,A+
2680,20,0,1,12.71746839,9,0,1,1,1,26,18,18,19,18,9.153586182,A+
2681,20,0,3,7.156482716,29,1,2,0,0,22,16,16,19,16,7.315363655,B
2682,20,0,0,8.555339256,9,1,1,0,0,23,16,16,8,8,7.976094196,B
2683,20,1,2,6.225410585,1,0,2,0,0,21,15,15,18,8,7.560425463,B
2684,20,0,0,14.15567728,13,1,1,0,0,27,18,18,19,20,9.450014199,A+
2685,20,1,3,14.89823634,12,0,4,1,1,27,19,19,20,20,9.654632992,A+
2686,20,0,2,13.08932464,21,1,1,0,0,26,18,18,18,17,9.005849605,A+
2687,20,1,2,17.93269985,28,0,4,0,0,29,20,20,20,20,9.44,A+
2688,20,0,3,18.61569278,5,0,2,0,0,30,20,20,20,20,9.9,A+
2689,20,0,2,14.79860173,8,1,3,1,1,27,18,18,20,20,9.742305435,A+
2690,20,1,4,5.420656351,12,0,1,0,0,20,15,15,3,14,7.051239686,B
2691,20,0,2,16.03690576,8,1,3,1,1,28,19,19,20,20,9.84,A+
2692,20,0,3,11.72443226,12,1,2,0,0,25,17,17,16,19,8.790573855,A
2693,20,0,2,14.01978307,4,1,2,1,1,26,18,18,19,19,9.603129807,A+
2694,20,1,1,15.31903159,13,0,3,1,1,27,19,19,20,20,9.730506303,A+
2695,20,0,2,10.67034733,4,0,2,1,1,24,17,17,14,12,8.658856331,A
2696,20,0,1,19.48819897,8,0,2,0,0,30,20,20,20,20,9.84,A+
2697,20,1,2,7.306275705,7,1,0,0,0,22,16,16,12,10,7.691948349,B
2698,20,1,2,15.66796145,6,0,1,0,0,28,19,19,20,20,9.88,A+
2699,20,1,2,5.29003791,7,0,2,0,0,20,15,15,14,8,7.139891258,B
2700,20,0,0,19.60568386,21,0,0,0,0,30,20,20,20,20,9.58,A+
2701,20,0,1,6.972286517,2,0,1,1,1,21,16,16,10,19,7.730244475,B
2702,20,0,2,6.698199136,22,0,1,0,0,21,16,16,4,15,7.190572739,B
2703,20,1,4,10.40234096,23,0,1,0,0,24,17,17,17,12,8.154205635,A
2704,20,0,1,11.03325334,14,1,2,1,1,24,17,17,15,16,8.662726728,A
2705,20,0,2,8.555778903,7,0,2,0,0,23,16,16,15,15,8.056618489,A
2706,20,1,2,14.32411473,0,1,4,1,1,27,18,18,20,20,9.792298691,A+
2707,20,1,2,12.11199708,6,0,2,1,1,25,18,18,16,16,9.008081266,A+
2708,20,1,1,5.753842496,18,0,4,1,1,21,15,15,8,14,7.116781271,B
2709,20,1,2,10.19458764,1,0,3,1,1,24,17,17,18,14,8.620744168,A
2710,20,1,1,17.82895643,13,0,4,0,0,29,20,20,20,20,9.74,A+
2711,20,0,4,15.95091276,17,0,3,0,0,28,19,19,20,20,9.66,A+
2712,20,1,1,16.49799106,29,1,3,0,0,28,19,19,20,20,9.42,A+
2713,20,0,1,16.08181882,14,0,2,0,0,28,19,19,20,20,9.72,A+
2714,20,0,0,10.05958033,13,0,1,0,0,24,17,17,14,13,8.311521434,A
2715,20,1,1,6.772549899,23,0,1,1,1,21,16,16,5,7,7.225757927,B
2716,20,1,2,9.460600641,24,1,4,0,0,23,17,17,11,16,8.023309932,A
2717,20,1,1,18.16110467,18,0,4,0,0,29,20,20,20,20,9.64,A+
2718,20,0,0,20.47399019,29,0,3,1,1,30,20,20,20,20,9.42,A+
2719,20,1,2,12.9042869,18,0,3,0,0,26,18,18,19,19,8.949080445,A
2720,20,1,0,5.373116632,21,1,4,0,0,20,15,15,18,2,7.002901136,B
2721,20,1,0,7.400697078,26,0,2,0,0,22,16,16,7,8,7.348100483,B
2722,20,1,3,10.2323645,25,0,3,1,1,24,17,17,11,12,8.133536053,A
2723,20,1,2,14.22243876,16,0,2,1,1,27,18,18,19,20,9.369834501,A+
2724,20,0,3,6.390345601,21,1,2,1,1,21,15,15,17,18,7.271774964,B
2725,20,0,3,19.89666909,27,0,0,0,0,30,20,20,20,20,9.46,A+
2726,20,0,2,10.90130158,18,1,2,1,1,24,17,17,14,19,8.502935053,A
2727,20,1,0,19.41797672,26,0,3,0,0,30,20,20,20,20,9.48,A+
2728,20,1,2,17.36367249,15,0,2,0,0,29,19,19,20,20,9.7,A+
2729,20,1,3,16.97346868,19,0,3,0,0,29,19,19,20,20,9.62,A+
2730,20,0,2,14.66008235,24,1,2,0,0,27,18,18,20,20,9.324856336,A+
2731,20,1,2,14.97219271,18,0,1,0,0,27,19,19,20,20,9.46643887,A+
2732,20,1,1,15.14671699,0,1,3,1,1,27,19,19,20,20,9.995568127,A+
2733,20,1,3,15.00233269,18,0,3,0,0,27,19,19,20,20,9.499198058,A+
2734,20,0,2,13.83577249,6,1,1,0,0,26,18,18,20,20,9.5073473,A+
2735,20,1,4,20.56644029,28,0,2,0,0,30,20,20,20,20,9.44,A+
2736,20,0,1,16.61340883,22,0,2,0,0,28,19,19,20,20,9.56,A+
2737,20,1,1,17.30805493,10,0,4,0,0,29,19,19,20,20,9.8,A+
2738,20,0,1,18.79386601,4,0,3,1,1,30,20,20,20,20,9.92,A+
2739,20,0,2,8.576618531,29,0,1,1,1,23,16,16,10,11,7.592461188,B
2740,20,0,1,6.525842475,16,0,2,1,1,21,16,16,12,6,7.376434844,B
2741,20,1,0,12.73391346,10,0,3,1,1,26,18,18,19,16,9.10886422,A+
2742,20,1,4,13.21903304,23,0,3,0,0,26,18,18,20,18,8.930330421,A
2743,20,0,0,18.12060547,25,0,3,1,1,29,20,20,20,20,9.5,A+
2744,20,0,3,12.12552234,7,0,1,0,0,25,18,18,16,15,8.927107634,A
2745,20,1,1,14.10215818,9,0,3,0,0,27,18,18,19,19,9.439058546,A+
2746,20,1,3,13.42110349,11,0,3,0,0,26,18,18,18,19,9.219817786,A+
2747,20,0,2,5.816487747,9,0,3,0,0,21,15,15,9,2,7.228008566,B
2748,20,1,3,14.79223172,12,0,2,0,0,27,18,18,20,20,9.54834333,A+
2749,20,1,3,18.10289556,25,1,3,0,0,29,20,20,20,20,9.5,A+
2750,20,1,0,7.672230748,17,1,3,0,0,22,16,16,7,18,7.630103685,B
2751,20,1,0,14.46738253,9,0,3,1,1,27,18,18,20,19,9.585081329,A+
2752,20,0,1,14.45616402,18,0,2,0,0,27,18,18,20,19,9.340093256,A+
2753,20,1,2,7.776210552,19,0,1,0,0,22,16,16,12,6,7.527960971,B
2754,20,1,3,7.142766702,16,0,2,1,1,22,16,16,7,16,7.497254848,B
2755,20,0,2,20.46747467,19,0,2,0,0,30,20,20,20,20,9.62,A+
2756,20,0,2,11.34674264,15,0,2,1,1,25,17,17,16,14,8.623475365,A
2757,20,1,1,8.759893558,4,0,2,1,1,23,16,16,17,18,8.179032112,A
2758,20,1,3,7.887270692,2,0,2,0,0,22,16,16,11,10,7.914296563,B
2759,20,1,4,15.60713777,29,0,3,0,0,28,19,19,20,20,9.42,A+
2760,20,1,1,14.7024824,26,0,1,0,0,27,18,18,20,20,9.283360628,A+
2761,20,0,2,15.23303302,14,0,2,0,0,27,19,19,20,20,9.625911413,A+
2762,20,0,0,6.591204872,25,0,3,0,0,21,16,16,16,5,7.132161637,B
2763,20,0,2,19.12164908,1,0,2,0,0,30,20,20,20,20,9.98,A+
2764,20,1,2,11.27747728,12,1,2,0,0,24,17,17,13,13,8.655510467,A
2765,20,1,1,10.09685743,21,1,2,0,0,24,17,17,20,16,8.241973548,A
2766,20,1,2,12.4145114,7,0,2,0,0,25,18,18,15,18,9.018004523,A+
2767,20,1,1,11.28991658,22,0,1,1,1,24,17,17,18,13,8.456657264,A
2768,20,0,2,18.65564227,26,0,2,0,0,30,20,20,20,20,9.48,A+
2769,20,0,2,19.67739295,29,0,4,1,1,30,20,20,20,20,9.42,A+
2770,20,1,0,9.942605589,16,0,2,0,0,24,17,17,19,10,8.188040973,A
2771,20,0,2,18.66122367,3,0,0,1,1,30,20,20,20,20,9.94,A+
2772,20,1,2,17.37924868,18,0,3,0,0,29,19,19,20,20,9.64,A+
2773,20,1,1,19.70145268,21,0,2,0,0,30,20,20,20,20,9.58,A+
2774,20,0,0,9.045004856,24,1,1,0,0,23,16,16,18,18,7.842819606,B
2775,20,1,2,14.19714234,8,1,3,0,0,27,18,18,20,19,9.535466674,A+
2776,20,1,4,9.492915763,22,0,1,0,0,23,17,17,9,20,7.938040197,B
2777,20,0,1,18.04146985,14,0,4,0,0,29,20,20,20,20,9.72,A+
2778,20,1,1,5.305042964,27,0,2,0,0,20,15,15,16,1,6.784643024,C
2779,20,1,1,14.00829809,8,1,3,0,0,26,18,18,19,20,9.484850908,A+
2780,20,0,2,10.49872004,23,1,2,0,0,24,17,17,11,19,8.293517315,A
2781,20,1,1,10.24174655,20,1,1,0,0,24,17,17,12,13,8.214729131,A
2782,20,0,1,15.25409837,8,0,3,0,0,27,19,19,20,20,9.763567776,A+
2783,20,1,2,18.46753588,13,1,4,1,1,30,20,20,20,20,9.74,A+
2784,20,0,2,14.69859498,22,0,3,0,0,27,18,18,20,20,9.337182077,A+
2785,20,0,1,18.49380189,20,1,3,1,1,30,20,20,20,20,9.6,A+
2786,20,0,2,9.338177296,15,1,4,0,0,23,17,17,17,18,8.187393458,A
2787,20,1,2,13.30336219,23,0,1,0,0,26,18,18,20,20,8.931039983,A
2788,20,0,0,12.23056839,22,0,0,0,0,25,18,18,20,16,8.652317188,A
2789,20,0,0,5.403365103,24,1,0,0,0,20,15,15,10,6,6.842821588,C
2790,20,0,3,13.88374445,25,0,3,1,1,26,18,18,20,19,9.11354157,A+
2791,20,0,0,15.5126006,16,0,3,0,0,28,19,19,20,20,9.672471739,A+
2792,20,0,2,14.42977962,12,0,3,1,1,27,18,18,19,20,9.56553423,A+
2793,20,1,3,16.67546509,8,0,4,0,0,28,19,19,20,20,9.84,A+
2794,20,1,1,14.109726,14,0,3,0,0,27,18,18,20,19,9.343229017,A+
2795,20,1,1,6.26055952,6,0,2,0,0,21,15,15,9,3,7.391696372,B
2796,20,1,2,7.033597041,0,0,1,0,0,21,16,16,12,7,7.715939271,B
2797,20,1,3,14.50071565,0,0,4,0,0,27,18,18,20,20,9.787762556,A+
2798,20,1,3,9.49967632,4,0,1,0,0,23,17,17,17,20,8.314980624,A
2799,20,1,2,6.461146452,23,0,2,0,0,21,16,16,19,16,7.154090712,B
2800,20,0,0,11.90493156,8,0,2,1,1,25,17,17,16,20,8.968863534,A
2801,20,1,2,13.84501819,11,0,1,0,0,26,18,18,18,18,9.301949721,A+
2802,20,0,2,10.33604871,5,0,3,1,1,24,17,17,17,11,8.569339463,A
2803,20,0,2,16.4289687,27,1,1,0,0,28,19,19,20,20,9.46,A+
2804,20,1,0,15.23643168,12,0,4,0,0,27,19,19,20,20,9.691697469,A+
2805,20,0,1,10.39939673,25,1,2,1,1,24,17,17,11,15,8.220036566,A
2806,20,0,2,16.96468378,27,0,3,1,1,29,19,19,20,20,9.46,A+
2807,20,0,2,15.31303399,7,1,3,0,0,27,19,19,20,20,9.86,A+
2808,20,0,1,15.13803922,14,0,3,0,0,27,19,19,20,20,9.613956358,A+
2809,20,1,1,13.83109757,5,0,4,0,0,26,18,18,19,18,9.457599351,A+
2810,20,1,3,5.399394837,26,0,1,1,1,20,15,15,16,7,6.828388378,C
2811,20,1,2,16.05677841,5,0,0,0,0,28,19,19,20,20,9.9,A+
2812,20,1,1,11.0717612,3,0,0,1,1,24,17,17,13,18,8.767151241,A
2813,20,1,1,19.88503994,10,0,3,0,0,30,20,20,20,20,9.8,A+
2814,20,1,1,17.94642977,20,0,4,0,0,29,20,20,20,20,9.6,A+
2815,20,1,3,14.36413619,29,1,2,1,1,27,18,18,19,20,9.196890644,A+
2816,20,1,2,9.145053051,17,0,3,1,1,23,16,16,14,12,8.013264745,A
2817,20,1,2,8.391159451,2,0,0,0,0,22,16,16,8,10,8.063016894,A
2818,20,1,2,10.51709747,2,0,1,1,1,24,17,17,20,14,8.662815039,A
2819,20,0,1,12.63550134,29,0,3,1,1,25,18,18,19,20,8.710373604,A
2820,20,1,3,9.827685712,11,1,0,1,1,23,17,17,12,12,8.321233958,A
2821,20,0,2,13.23223659,26,1,2,1,1,26,18,18,17,19,9.007362856,A+
2822,20,0,1,7.794651064,20,1,3,0,0,22,16,16,7,19,7.653752712,B
2823,20,0,1,20.4310882,29,1,3,1,1,30,20,20,20,20,9.42,A+
2824,20,0,2,6.901048633,20,0,2,1,1,21,16,16,17,8,7.407205106,B
2825,20,1,3,19.71913106,5,0,3,0,0,30,20,20,20,20,9.9,A+
2826,20,0,1,19.43343573,20,0,2,0,0,30,20,20,20,20,9.6,A+
2827,20,1,3,13.39449638,27,1,0,0,0,26,18,18,18,19,8.906179206,A
2828,20,1,2,16.49860423,5,1,3,1,1,28,19,19,20,20,9.9,A+
2829,20,0,1,12.00519575,7,0,1,1,1,25,18,18,15,18,8.950130943,A
2830,20,1,0,15.0227601,14,0,0,0,0,27,19,19,20,20,9.59677908,A+
2831,20,0,1,10.52007014,17,1,2,0,0,24,17,17,13,20,8.374746984,A
2832,20,0,2,9.906918086,19,0,3,0,0,24,17,17,10,11,8.115486971,A
2833,20,1,1,14.21690778,28,1,1,0,0,27,18,18,19,20,9.16644395,A+
2834,20,1,1,12.97090604,15,0,0,0,0,26,18,18,20,20,8.992597441,A
2835,20,0,2,14.23723241,5,0,1,0,0,27,18,18,19,20,9.530654067,A+
2836,20,1,2,9.68138682,27,0,2,1,1,23,17,17,17,11,7.947282112,B
2837,20,1,1,10.93045516,20,0,2,0,0,24,17,17,16,17,8.370529193,A
2838,20,1,2,6.52730161,16,0,1,1,1,21,16,16,12,5,7.362310481,B
2839,20,0,2,6.035410235,8,0,3,0,0,21,15,15,6,18,7.330323183,B
2840,20,0,2,9.164888684,18,1,3,1,1,23,16,16,13,19,8.110415643,A
2841,20,1,3,6.377173367,17,0,3,0,0,21,15,15,6,12,7.226706147,B
2842,20,1,1,6.836495468,24,1,2,1,1,21,16,16,4,16,7.300764418,B
2843,20,1,3,17.8677752,22,0,2,0,0,29,20,20,20,20,9.56,A+
2844,20,1,2,5.826924176,4,1,2,0,0,21,15,15,3,15,7.381973082,B
2845,20,1,2,15.47244346,27,0,2,0,0,27,19,19,20,20,9.428122637,A+
2846,20,0,2,9.462009426,5,0,0,0,0,23,17,17,18,13,8.260828163,A
2847,20,1,2,18.77959948,11,0,3,1,1,30,20,20,20,20,9.78,A+
2848,20,0,1,12.76654665,10,0,2,0,0,26,18,18,17,18,9.054765257,A+
2849,20,1,2,9.975633812,15,1,1,1,1,24,17,17,13,11,8.293999262,A
2850,20,0,2,13.27438344,19,0,1,0,0,26,18,18,18,17,8.993401964,A
2851,20,1,2,11.16379141,16,0,1,1,1,24,17,17,19,14,8.547921132,A
2852,20,0,1,14.00023878,19,1,4,0,0,26,18,18,19,20,9.275765022,A+
2853,20,1,3,7.003844618,8,0,1,0,0,21,16,16,8,20,7.616635409,B
2854,20,0,2,20.73096338,0,1,3,0,0,30,20,20,20,20,10,A+
2855,20,0,0,11.84198032,25,0,2,1,1,25,17,17,15,14,8.59941302,A
2856,20,0,2,10.63914328,2,1,3,0,0,24,17,17,16,15,8.763234321,A
2857,20,0,2,16.26993097,20,0,2,0,0,28,19,19,20,20,9.6,A+
2858,20,0,2,10.88287966,22,1,4,0,0,24,17,17,17,17,8.395370319,A
2859,20,0,2,18.18426697,8,0,1,0,0,29,20,20,20,20,9.84,A+
2860,20,1,3,12.28865571,21,0,2,0,0,25,18,18,20,18,8.716226654,A
2861,20,0,1,16.4153531,18,0,1,0,0,28,19,19,20,20,9.64,A+
2862,20,1,2,6.8937167,12,0,2,1,1,21,16,16,4,5,7.532962029,B
2863,20,1,3,18.38407622,22,0,2,1,1,30,20,20,20,20,9.56,A+
2864,20,1,3,16.66672424,13,0,3,1,1,28,19,19,20,20,9.74,A+
2865,20,1,2,8.515594332,19,0,2,0,0,23,16,16,19,11,7.75680677,B
2866,20,1,3,7.482226818,18,1,0,0,0,22,16,16,8,18,7.525733816,B
2867,20,0,0,10.14232542,29,0,3,1,1,24,17,17,16,20,8.106534312,A
2868,20,0,3,20.40554245,22,1,2,0,0,30,20,20,20,20,9.56,A+
2869,20,0,1,9.217380049,26,0,1,0,0,23,17,17,12,18,7.839284494,B
2870,20,1,1,12.31753436,26,0,4,1,1,25,18,18,18,16,8.74088335,A
2871,20,0,1,5.689203511,6,1,4,0,0,20,15,15,2,20,7.337607379,B
2872,20,0,2,11.40131713,3,1,3,0,0,25,17,17,15,16,8.891491602,A
2873,20,0,1,14.10942246,11,0,3,0,0,27,18,18,20,19,9.403017541,A+
2874,20,0,1,20.04860508,22,0,0,0,0,30,20,20,20,20,9.56,A+
2875,20,0,1,13.26033848,26,0,4,0,0,26,18,18,20,20,8.897597361,A
2876,20,1,1,17.96389174,13,0,2,0,0,29,20,20,20,20,9.74,A+
2877,20,0,2,13.73309666,1,0,1,0,0,26,18,18,18,18,9.472692374,A+
2878,20,1,2,5.856655765,0,0,3,1,1,21,15,15,5,13,7.481949357,B
2879,20,1,1,10.12235095,27,0,1,0,0,24,17,17,13,20,8.060303225,A
2880,20,1,2,14.17521457,17,0,2,1,1,27,18,18,19,20,9.337721624,A+
2881,20,1,3,20.00923947,19,1,1,0,0,30,20,20,20,20,9.62,A+
2882,20,1,2,18.58647226,7,1,2,1,1,30,20,20,20,20,9.86,A+
2883,20,0,1,8.774420665,2,0,2,1,1,23,16,16,11,19,8.262683059,A
2884,20,0,2,8.646152911,25,0,2,1,1,23,16,16,10,11,7.752684232,B
2885,20,0,1,8.351579488,5,0,0,1,1,22,16,16,8,19,8.060960824,A
2886,20,1,1,19.57220505,21,1,2,0,0,30,20,20,20,20,9.58,A+
2887,20,0,1,18.48591794,12,0,2,0,0,30,20,20,20,20,9.76,A+
2888,20,0,3,17.2759645,8,0,1,0,0,29,19,19,20,20,9.84,A+
2889,20,1,1,11.33143511,8,0,4,0,0,25,17,17,19,14,8.740223508,A
2890,20,1,0,13.06814429,19,0,2,0,0,26,18,18,17,19,8.95480808,A
2891,20,1,1,12.44516047,8,0,3,0,0,25,18,18,20,17,9.026439216,A+
2892,20,1,3,9.163970562,14,1,1,0,0,23,16,16,14,18,8.065001506,A
2893,20,0,2,13.07821405,12,0,2,1,1,26,18,18,17,17,9.193089312,A+
2894,20,1,1,5.696612967,21,0,1,1,1,20,15,15,10,5,7.038681524,B
2895,20,1,2,7.27260581,15,0,2,0,0,22,16,16,6,20,7.556635979,B
2896,20,0,2,19.01361594,1,0,1,0,0,30,20,20,20,20,9.98,A+
2897,20,0,2,16.9150186,25,0,2,1,1,29,19,19,20,20,9.5,A+
2898,20,1,1,11.80017525,13,0,2,0,0,25,17,17,14,20,8.738117456,A
2899,20,0,3,13.26678341,26,0,1,0,0,26,18,18,18,20,8.857756535,A
2900,20,1,1,10.97776045,5,1,3,0,0,24,17,17,12,17,8.736540725,A
2901,20,1,2,16.7454646,1,1,4,0,0,28,19,19,20,20,9.98,A+
2902,20,0,0,17.42068945,7,0,1,0,0,29,19,19,20,20,9.86,A+
2903,20,0,1,17.0955474,3,1,3,1,1,29,19,19,20,20,9.94,A+
2904,20,1,1,16.46284905,20,1,3,0,0,28,19,19,20,20,9.6,A+
2905,20,1,2,8.403400824,23,0,2,0,0,22,16,16,17,19,7.658101627,B
2906,20,1,0,10.47953301,13,0,3,1,1,24,17,17,16,18,8.458633392,A
2907,20,0,2,12.53092899,10,0,4,1,1,25,18,18,16,20,9.069108217,A+
2908,20,1,1,10.36789098,23,0,2,0,0,24,17,17,14,19,8.165836887,A
2909,20,1,2,16.96573645,27,1,3,1,1,29,19,19,20,20,9.46,A+
2910,20,1,3,10.34549927,13,0,3,1,1,24,17,17,17,17,8.424127955,A
2911,20,1,2,7.372499128,11,0,2,1,1,22,16,16,18,19,7.684174581,B
2912,20,1,2,11.42951814,15,0,2,1,1,25,17,17,16,14,8.644784961,A
2913,20,0,2,20.46533562,5,0,4,1,1,30,20,20,20,20,9.9,A+
2914,20,1,1,8.73593309,19,0,3,0,0,23,16,16,10,17,7.870030434,B
2915,20,1,3,14.74469025,0,0,1,1,1,27,18,18,20,20,9.813070994,A+
2916,20,1,1,11.95735855,11,0,1,1,1,25,17,17,15,16,8.849993589,A
2917,20,1,2,6.32704883,6,1,4,0,0,21,15,15,12,17,7.567813276,B
2918,20,0,2,12.81141387,7,1,0,0,0,26,18,18,19,19,9.157182471,A+
2919,20,0,1,16.14477845,8,1,3,1,1,28,19,19,20,20,9.84,A+
2920,20,0,1,13.20564407,1,1,1,1,1,26,18,18,17,20,9.488905807,A+
2921,20,1,2,18.78831655,16,1,0,0,0,30,20,20,20,20,9.68,A+
2922,20,1,3,9.716798037,19,0,0,0,0,23,17,17,12,15,8.089042765,A
2923,20,0,3,6.563875998,12,0,2,1,1,21,16,16,14,4,7.416048357,B
2924,20,0,2,19.79102063,4,0,0,0,0,30,20,20,20,20,9.92,A+
2925,20,0,2,11.10527655,9,0,2,0,0,24,17,17,16,13,8.677046047,A
2926,20,1,3,14.1885308,11,0,3,0,0,27,18,18,20,19,9.473383068,A+
2927,20,1,0,17.54227085,16,1,2,0,0,29,19,19,20,20,9.68,A+
2928,20,0,1,10.26710144,20,0,3,1,1,24,17,17,19,19,8.272256452,A
2929,20,0,2,16.36255948,5,0,2,0,0,28,19,19,20,20,9.9,A+
2930,20,0,3,7.328737664,2,0,2,0,0,22,16,16,11,12,7.774508698,B
2931,20,1,3,9.75345829,27,0,2,0,0,23,17,17,14,18,7.923836078,B
2932,20,1,2,7.473276562,14,1,2,0,0,13,16,16,9,8,7.642251898,B
2933,20,1,0,17.84136424,6,0,4,1,1,29,20,20,20,20,9.88,A+
2934,20,0,2,8.68565477,29,0,3,0,0,23,16,16,8,17,7.603531306,B
2935,20,0,1,16.38183308,5,0,2,0,0,28,19,19,20,20,9.9,A+
2936,20,1,1,19.89575285,3,1,3,0,0,30,20,20,20,20,9.94,A+
2937,20,0,2,13.43201214,18,0,2,0,0,26,18,18,17,18,9.066437203,A+
2938,20,1,0,13.62267632,4,0,1,1,1,26,18,18,18,20,9.438399269,A+
2939,20,0,3,12.3938555,2,1,2,0,0,25,18,18,15,19,9.214464678,A+
2940,20,0,2,10.29162445,25,0,3,1,1,24,17,17,20,15,8.172791841,A
